transaction_id,timestamp,sender_account,receiver_account,amount,transaction_type,merchant_category,location,device_used,is_fraud,fraud_type,time_since_last_transaction,spending_deviation_score,velocity_score,geo_anomaly_score,payment_channel,ip_address,device_hash
T2898383,2023-06-17T06:26:56.257190,ACC293087,ACC230870,15.88,transfer,entertainment,New York,atm,FALSE,,2634.769307,0.43,14,0.6,UPI,117.62.206.165,D4722569
T3423743,2023-06-17T06:42:42.717421,ACC548998,ACC574267,165.81,withdrawal,grocery,Dubai,web,FALSE,,2147.883779,0.68,11,0.83,ACH,252.193.232.249,D3463701
T869247,2023-06-17T10:28:29.097984,ACC379109,ACC562751,683.8,deposit,restaurant,Dubai,pos,FALSE,,,-0.16,15,0.99,card,85.132.143.84,D2888390
T4206549,2023-06-17T11:48:49.308159,ACC908168,ACC441947,15.78,transfer,entertainment,Sydney,atm,FALSE,,-4224.969694,-1.12,10,0.63,UPI,93.254.196.207,D9706916
T2982891,2023-06-17T12:18:34.771179,ACC660819,ACC751854,71.72,withdrawal,online,Toronto,atm,FALSE,,-3956.206561,-0.09,2,0.75,card,102.44.131.226,D2655836
T1447904,2023-06-17T15:15:02.123594,ACC275520,ACC589756,20.82,transfer,online,London,web,FALSE,,3880.633486,-0.26,6,0.5,UPI,137.163.68.103,D8939280
T5045581,2023-06-17T16:28:59.792981,ACC575496,ACC229790,77.6,payment,other,Tokyo,atm,FALSE,,-1552.543257,1.4,8,0,wire_transfer,60.115.87.80,D3125710
T4914614,2023-06-17T17:57:01.332927,ACC688978,ACC235821,19.27,payment,retail,Berlin,mobile,FALSE,,-4155.191259,0.35,7,0.38,ACH,156.206.91.128,D8068729
T1708556,2023-06-17T19:33:24.198319,ACC596416,ACC363083,10.48,transfer,other,Singapore,web,FALSE,,360.7948713,0.91,2,0.99,card,41.208.236.24,D2414879
T473391,2023-06-17T20:43:12.090529,ACC716516,ACC534092,49,transfer,other,Tokyo,mobile,FALSE,,,0.37,15,0.2,wire_transfer,150.60.83.31,D7185698
T1801219,2023-06-17T21:16:06.299981,ACC788383,ACC570267,76.87,withdrawal,retail,Tokyo,pos,FALSE,,-1150.068246,-0.64,14,0.71,wire_transfer,113.187.28.124,D3140472
T2001645,2023-06-17T23:41:58.735664,ACC921659,ACC503296,184.45,payment,entertainment,Tokyo,pos,TRUE,card_not_present,718.5815744,0.42,11,0.22,ACH,66.141.51.131,D3672814
T1486361,2023-06-18T03:48:27.700413,ACC416821,ACC852659,136.81,payment,retail,Singapore,mobile,FALSE,,-4242.676463,1.14,16,0.61,ACH,100.117.87.172,D5540779
T1110408,2023-06-18T04:50:39.776316,ACC587377,ACC904903,233.23,payment,restaurant,Dubai,pos,FALSE,,-4573.454595,-0.99,6,0.98,UPI,195.121.83.130,D3224154
T3363196,2023-06-18T06:09:56.015092,ACC907883,ACC731142,357.57,withdrawal,travel,New York,web,FALSE,,1919.566795,0.85,19,0.35,wire_transfer,62.44.157.168,D6876965
T3115223,2023-06-18T08:37:26.492162,ACC403512,ACC675201,19.81,transfer,utilities,New York,atm,FALSE,,3597.727577,-0.51,18,0.6,ACH,97.143.177.234,D4036695
T1029924,2023-06-18T13:17:00.119582,ACC565012,ACC382152,38.61,transfer,restaurant,Berlin,mobile,FALSE,,,-0.6,12,0.27,ACH,190.24.218.227,D9509112
T4123236,2023-06-18T13:28:33.079150,ACC100791,ACC207523,339.89,withdrawal,utilities,Berlin,pos,FALSE,,3810.058361,-0.93,20,0.82,ACH,50.25.233.249,D2957149
T2830971,2023-06-18T14:59:12.641450,ACC961619,ACC598327,0.01,withdrawal,other,London,mobile,FALSE,,2631.843892,0.46,5,0.13,ACH,245.124.45.172,D9604469
T696132,2023-06-18T22:34:33.299790,ACC765889,ACC771144,96.57,deposit,online,Sydney,mobile,FALSE,,-1138.264595,0.07,17,0.5,UPI,26.6.122.155,D4658491
T745198,2023-06-18T23:52:45.948443,ACC174199,ACC218965,17.18,transfer,utilities,New York,web,FALSE,,,-0.29,6,0.71,wire_transfer,95.51.60.24,D7868161
T2916559,2023-06-19T00:29:11.520018,ACC271765,ACC147194,15.52,transfer,utilities,Tokyo,atm,FALSE,,2154.402738,-0.88,3,0.11,wire_transfer,203.193.199.53,D5682627
T216192,2023-06-19T01:38:26.366149,ACC893869,ACC652609,130.81,withdrawal,other,Tokyo,pos,FALSE,,,1.58,10,0.4,card,179.159.216.204,D4376328
T2551510,2023-06-19T02:04:29.874949,ACC249963,ACC573403,34.19,transfer,utilities,Singapore,pos,FALSE,,2563.676116,0.06,16,0.53,UPI,142.105.201.142,D5954126
T2933085,2023-06-19T04:26:19.236019,ACC876738,ACC242403,44.84,transfer,travel,Dubai,mobile,FALSE,,707.5469109,0,8,0.68,card,121.126.182.98,D2249783
T1176365,2023-06-19T04:57:26.898797,ACC528457,ACC326405,285.44,withdrawal,retail,London,mobile,FALSE,,,1.57,19,0.68,wire_transfer,104.190.204.123,D1078590
T2009606,2023-06-19T05:02:40.209210,ACC154313,ACC408485,1731.19,deposit,travel,Berlin,atm,FALSE,,3098.851126,-1.62,13,0.85,card,53.185.117.199,D9908751
T943096,2023-06-19T10:47:37.834653,ACC898090,ACC212547,7.91,payment,online,Sydney,atm,FALSE,,1763.514203,1.26,7,0.43,UPI,122.92.19.141,D6251048
T4102017,2023-06-19T10:53:16.732279,ACC278762,ACC315069,956.94,deposit,entertainment,Toronto,atm,FALSE,,-2641.057735,-0.45,19,0.38,card,124.190.182.43,D3779315
T2034482,2023-06-19T16:01:05.202598,ACC889891,ACC829775,30.47,payment,utilities,Dubai,atm,FALSE,,3293.914573,-1.02,16,0.01,card,177.62.164.247,D3894118
T281863,2023-06-19T18:08:06.732577,ACC445471,ACC118358,15.49,payment,retail,Dubai,web,FALSE,,,0.74,4,0.9,card,6.215.211.163,D8095108
T3910641,2023-06-19T18:55:47.977947,ACC687540,ACC804255,1242.75,deposit,other,Sydney,mobile,FALSE,,1337.358656,-1.65,3,0.5,card,228.79.48.37,D6999847
T3837181,2023-06-19T21:25:03.480823,ACC176461,ACC463481,145.85,withdrawal,utilities,Toronto,web,FALSE,,1246.081983,-1.07,4,0.15,ACH,100.92.32.217,D9776768
T3150439,2023-06-19T23:20:33.399391,ACC967747,ACC938107,186.64,withdrawal,grocery,Singapore,web,FALSE,,714.3532545,-0.66,17,0.34,ACH,109.240.234.150,D6217322
T3999720,2023-06-20T01:50:46.810953,ACC903346,ACC429139,8.16,transfer,travel,London,atm,FALSE,,-4320.938235,0.59,19,0.7,ACH,230.10.234.188,D6427981
T1705328,2023-06-20T02:24:29.976162,ACC724806,ACC875395,1690.28,deposit,utilities,Tokyo,pos,FALSE,,-1784.085648,-0.33,19,0.67,ACH,177.49.86.118,D3368197
T3026513,2023-06-20T02:25:03.090587,ACC567852,ACC807175,1586.65,deposit,travel,Dubai,web,FALSE,,-3261.980792,0.12,19,0.7,wire_transfer,73.225.227.157,D8741295
T2099250,2023-06-20T03:54:33.558976,ACC656814,ACC623166,213.49,withdrawal,retail,Tokyo,web,FALSE,,-3188.620448,-0.04,5,0.94,ACH,38.29.186.239,D5272279
T4553625,2023-06-20T04:08:34.566586,ACC683848,ACC165004,1088.33,deposit,utilities,New York,mobile,FALSE,,3521.830933,-0.02,6,0.54,ACH,176.116.25.215,D7594741
T1031404,2023-06-20T04:46:49.636595,ACC860864,ACC939355,1254.18,deposit,grocery,London,pos,FALSE,,541.9813458,-0.55,13,0.22,ACH,254.183.31.24,D6877567
T4150561,2023-06-20T05:47:55.121261,ACC478551,ACC205286,5.86,payment,utilities,Singapore,pos,FALSE,,3139.66699,1.43,11,0.67,wire_transfer,75.21.129.51,D2553925
T1089863,2023-06-20T07:41:19.162804,ACC763987,ACC779553,542.9,withdrawal,entertainment,Tokyo,web,FALSE,,,-0.14,9,0.77,ACH,122.28.98.114,D6093753
T2410562,2023-06-20T10:18:17.231190,ACC329926,ACC628478,62.51,payment,restaurant,London,atm,FALSE,,,0.04,19,0.8,UPI,170.154.215.78,D3160989
T4894158,2023-06-20T11:19:16.164540,ACC671794,ACC639327,0.01,withdrawal,utilities,Toronto,web,FALSE,,3490.912303,1.04,20,0.29,card,218.32.1.201,D3784850
T518994,2023-06-20T11:40:10.073168,ACC505165,ACC571385,14.73,transfer,travel,Toronto,web,FALSE,,3876.317224,-1.02,5,0.07,wire_transfer,240.250.170.80,D4748449
T2461123,2023-06-20T11:43:01.560559,ACC595725,ACC649421,1144.42,deposit,retail,New York,mobile,FALSE,,-3792.503463,0.04,11,0.55,card,12.189.205.186,D3000058
T4380781,2023-06-20T11:57:20.257259,ACC108400,ACC333918,458.75,deposit,entertainment,Singapore,atm,FALSE,,2816.065066,0.02,6,0.95,card,236.227.136.170,D8035755
T1972447,2023-06-20T13:56:29.543373,ACC464739,ACC978839,225.23,withdrawal,utilities,Singapore,pos,FALSE,,2512.550668,-0.31,3,0.31,ACH,243.171.214.96,D9318443
T5053160,2023-06-20T18:56:36.667967,ACC987092,ACC544200,1003.99,deposit,online,London,mobile,TRUE,card_not_present,3360.906511,-0.75,13,0.08,wire_transfer,234.100.2.6,D2172684
T3871826,2023-06-20T19:15:51.741163,ACC437349,ACC252754,1110.79,deposit,retail,London,atm,FALSE,,-4666.954215,1.31,6,0.72,card,158.212.102.190,D7367785
T3776581,2023-06-20T23:21:05.087154,ACC900555,ACC586947,17.22,payment,restaurant,Singapore,pos,FALSE,,1827.336243,1.08,15,0.2,wire_transfer,137.37.143.110,D7030697
T3163871,2023-06-21T02:01:32.987490,ACC456441,ACC337766,30.83,payment,utilities,Toronto,atm,FALSE,,-916.9452045,0,13,0.46,UPI,10.54.102.7,D7983819
T4016814,2023-06-21T05:23:42.722071,ACC166409,ACC121331,1007.65,deposit,other,Dubai,atm,FALSE,,-3807.641489,-1.51,4,0.85,wire_transfer,248.54.181.195,D3241276
T1174609,2023-06-21T13:36:24.034280,ACC131487,ACC438167,222.5,payment,online,Berlin,mobile,FALSE,,3115.049388,-0.85,20,0.69,card,79.28.64.176,D2214344
T2318899,2023-06-21T22:29:40.789010,ACC282349,ACC557220,2566.96,deposit,utilities,Dubai,pos,FALSE,,-2804.51361,0.38,10,0.43,UPI,254.21.24.124,D9613470
T1779566,2023-06-22T00:07:21.455312,ACC846112,ACC375948,15.57,transfer,entertainment,Sydney,atm,FALSE,,,-0.18,9,0.4,UPI,235.167.219.127,D4737446
T4362497,2023-06-22T01:26:12.063555,ACC143275,ACC741061,13.04,transfer,entertainment,Sydney,atm,FALSE,,1018.885166,0.91,11,0.85,ACH,115.47.124.111,D5780038
T773267,2023-06-22T02:32:31.455156,ACC217960,ACC654872,7.11,transfer,grocery,Tokyo,web,FALSE,,64.082849,-0.84,16,0.14,card,116.204.4.4,D8295058
T842584,2023-06-22T02:58:05.265650,ACC861930,ACC783557,40.67,payment,grocery,Berlin,mobile,FALSE,,2539.579032,-0.12,19,0.64,ACH,203.96.200.91,D8588918
T3553220,2023-06-22T04:23:33.211232,ACC567070,ACC607419,1483.89,deposit,grocery,Tokyo,web,FALSE,,4023.151484,-1.44,1,0.61,card,130.144.126.121,D3734225
T1258883,2023-06-22T04:54:05.613201,ACC911851,ACC132188,332.24,payment,restaurant,Berlin,pos,FALSE,,-4392.310324,-0.22,7,0.71,card,240.37.237.33,D2768615
T3903877,2023-06-22T05:21:45.954804,ACC986791,ACC506224,5.67,payment,other,Singapore,web,FALSE,,-2008.104289,1.01,13,0.01,card,192.18.241.158,D3180063
T3782405,2023-06-22T06:13:01.752652,ACC375250,ACC852895,27.18,transfer,other,New York,atm,FALSE,,-329.4681874,-0.14,4,0.45,UPI,85.85.248.145,D5742033
T399617,2023-06-22T08:43:48.719804,ACC562878,ACC347636,63.91,transfer,retail,Sydney,pos,FALSE,,,-0.12,4,0.27,ACH,104.155.23.111,D4870996
T5051805,2023-06-22T09:06:18.892565,ACC585126,ACC455531,90.65,withdrawal,utilities,New York,atm,FALSE,,-957.088184,-1.25,17,0.66,card,183.245.130.63,D5434899
T2857710,2023-06-22T09:07:51.654425,ACC507466,ACC590456,309.93,withdrawal,restaurant,London,pos,FALSE,,2494.513443,-0.17,14,0.94,wire_transfer,196.48.118.173,D9820794
T2583932,2023-06-22T09:49:54.148224,ACC416328,ACC384128,317.99,withdrawal,other,Berlin,pos,FALSE,,-2571.768919,0.4,18,0.08,wire_transfer,135.24.98.69,D4109640
T1116238,2023-06-22T14:13:17.440895,ACC534290,ACC629029,25.8,transfer,entertainment,New York,atm,FALSE,,-1550.654874,1.41,7,0.19,UPI,252.69.26.125,D5939267
T4722739,2023-06-22T17:38:16.931404,ACC147998,ACC276753,155.2,withdrawal,grocery,Toronto,web,FALSE,,-121.3529224,-0.62,19,0.22,ACH,103.129.208.40,D4096662
T1433605,2023-06-22T21:44:14.795671,ACC470233,ACC761960,577.79,withdrawal,retail,Sydney,atm,FALSE,,1296.87171,-0.38,16,0.81,wire_transfer,197.156.116.115,D4401791
T4043288,2023-06-23T00:01:37.008167,ACC298324,ACC240536,465.37,withdrawal,retail,Dubai,pos,TRUE,card_not_present,-3745.629581,0.82,20,0.13,wire_transfer,147.221.110.16,D5231053
T1537841,2023-06-23T04:08:54.997865,ACC118393,ACC233036,22.58,payment,utilities,Sydney,pos,FALSE,,340.4854999,0.56,7,0.56,wire_transfer,246.206.160.188,D1400699
T2742848,2023-06-23T04:09:12.099614,ACC119287,ACC163409,0.01,deposit,restaurant,Toronto,pos,FALSE,,2617.862046,-2.79,5,0.89,card,209.99.48.191,D9346394
T3285765,2023-06-23T04:09:16.390203,ACC976794,ACC866910,17.98,payment,restaurant,Berlin,web,FALSE,,3380.82628,0.72,14,0.98,UPI,34.186.150.49,D4100175
T1177033,2023-06-23T04:46:57.017811,ACC991668,ACC893828,399.73,withdrawal,restaurant,Sydney,mobile,FALSE,,-280.1167444,0.11,8,0.25,ACH,45.225.60.110,D3449359
T740981,2023-06-23T06:16:41.142924,ACC607908,ACC281673,313.24,payment,online,Dubai,pos,FALSE,,,0.41,9,0.41,ACH,212.16.132.175,D7933957
T1295387,2023-06-23T07:50:40.709892,ACC595643,ACC843895,282.28,withdrawal,utilities,New York,web,FALSE,,,0.02,2,0.33,UPI,125.124.249.110,D6904981
T4477211,2023-06-23T08:56:17.756477,ACC794836,ACC810180,32.04,transfer,retail,Berlin,atm,FALSE,,-2074.471295,1.07,12,0.13,ACH,222.233.248.74,D1996424
T4418562,2023-06-23T10:29:33.281033,ACC553924,ACC381015,35.94,payment,entertainment,Tokyo,mobile,FALSE,,3824.514343,-0.32,18,0.54,ACH,210.50.122.69,D8700345
T1027109,2023-06-23T12:49:55.974748,ACC694775,ACC654363,424.42,withdrawal,travel,London,mobile,FALSE,,-2403.94155,0.8,16,0.37,ACH,232.15.7.23,D6609692
T1500750,2023-06-23T13:03:50.798270,ACC966207,ACC203354,22.34,transfer,retail,Sydney,web,FALSE,,-3797.688557,0.11,18,0.98,UPI,166.190.232.202,D4050177
T3423891,2023-06-23T13:20:39.868500,ACC574512,ACC204189,1777.28,deposit,travel,New York,atm,FALSE,,-1117.348787,0.23,4,0.69,UPI,40.8.11.194,D2652208
T4110381,2023-06-23T13:24:18.348220,ACC645158,ACC654407,39.9,transfer,online,Sydney,atm,TRUE,card_not_present,-3379.717163,-0.62,12,0.97,ACH,20.228.242.215,D2492393
T3666703,2023-06-23T15:12:54.420933,ACC742898,ACC367855,574.12,deposit,travel,Sydney,pos,FALSE,,447.9566554,0.25,12,0.55,wire_transfer,156.205.60.253,D7359528
T2357191,2023-06-23T21:51:19.767158,ACC720615,ACC117454,16.64,transfer,travel,Tokyo,pos,FALSE,,2834.885418,-0.29,14,0.56,UPI,63.194.22.248,D2678845
T3441572,2023-06-24T00:25:41.539485,ACC351701,ACC765500,185.63,payment,online,Sydney,pos,FALSE,,355.9243843,-2.12,16,0.66,ACH,101.54.1.8,D7062091
T3945851,2023-06-24T00:51:12.516082,ACC415028,ACC136098,19.4,transfer,retail,Singapore,pos,FALSE,,1414.120757,0.69,13,0.48,ACH,130.95.83.218,D8987574
T2342397,2023-06-24T01:13:44.343097,ACC758463,ACC708432,20.9,payment,utilities,Berlin,web,FALSE,,3354.817737,-0.36,12,0.84,UPI,197.44.191.7,D8738112
T699766,2023-06-24T04:35:37.329627,ACC445530,ACC738936,410.87,withdrawal,entertainment,Sydney,mobile,FALSE,,,-1.24,17,0.57,wire_transfer,223.129.250.47,D4618772
T2058553,2023-06-24T06:33:33.550943,ACC539448,ACC671173,257.03,payment,grocery,Dubai,mobile,FALSE,,-3004.102411,0.05,1,0.47,card,105.52.220.142,D2949882
T1140862,2023-06-24T08:01:02.809894,ACC823562,ACC975216,675.15,deposit,retail,Singapore,web,FALSE,,-1214.048476,0.55,10,0.75,UPI,144.120.12.30,D4662784
T1983946,2023-06-24T10:16:11.079463,ACC867866,ACC424846,17.84,transfer,online,Singapore,pos,FALSE,,-3505.709012,-0.6,9,0.24,UPI,6.21.29.65,D3992852
T864145,2023-06-24T11:54:12.261805,ACC882395,ACC656217,709.3,deposit,retail,Toronto,web,FALSE,,3956.202359,-0.01,4,0.25,ACH,15.87.63.44,D3034876
T4001722,2023-06-24T13:06:18.439474,ACC195159,ACC812513,352.89,withdrawal,restaurant,Dubai,atm,FALSE,,-2573.271113,0.93,10,0.28,ACH,45.161.73.187,D5142470
T4515949,2023-06-24T15:35:25.033864,ACC894100,ACC516225,218.26,payment,online,Sydney,web,FALSE,,-1936.647687,0.56,9,0.33,wire_transfer,195.140.30.40,D8688211
T4674776,2023-06-24T16:13:48.449571,ACC770762,ACC106044,15.57,payment,grocery,Sydney,pos,TRUE,card_not_present,-505.3471661,-0.25,17,0.67,wire_transfer,94.126.238.144,D9697511
T3730230,2023-06-24T18:40:48.778463,ACC356061,ACC529464,69.8,payment,utilities,Singapore,atm,FALSE,,2739.098683,0.25,18,0.46,UPI,65.200.110.107,D8091903
T3455623,2023-06-24T19:04:41.703245,ACC717993,ACC303929,141.26,withdrawal,entertainment,Sydney,atm,FALSE,,-855.787324,0.21,17,0.6,ACH,243.35.227.87,D7629523
T1216170,2023-06-24T21:52:30.844949,ACC348682,ACC417330,1895.94,deposit,travel,New York,pos,FALSE,,2354.985347,-1.65,11,0.33,UPI,25.56.174.225,D7447732
T1037530,2023-06-24T23:21:05.972960,ACC733354,ACC371686,1201.78,deposit,entertainment,Toronto,atm,FALSE,,1354.927435,-0.54,5,0.47,card,92.255.147.100,D5948224
T3351078,2023-06-25T01:32:04.243211,ACC692326,ACC240935,15.63,transfer,entertainment,Sydney,mobile,FALSE,,-4493.135144,0.02,20,0.32,ACH,132.5.217.255,D2094505
T1124731,2023-06-25T03:31:47.301940,ACC526910,ACC980763,408.73,deposit,utilities,Dubai,atm,FALSE,,,-0.34,8,0.92,ACH,92.30.19.125,D8733621
T3488027,2023-06-25T04:13:56.187769,ACC525170,ACC356565,85.52,payment,retail,Berlin,atm,FALSE,,-4298.097728,1.35,1,0.23,ACH,1.1.184.85,D5994455
T727442,2023-06-25T06:19:09.972356,ACC270124,ACC699743,41.44,payment,grocery,Tokyo,pos,FALSE,,,0.12,20,0.58,wire_transfer,39.251.35.13,D3748768
T1295849,2023-06-25T09:12:42.506142,ACC480332,ACC829446,6.51,transfer,retail,London,atm,FALSE,,,1.5,2,0.21,wire_transfer,174.65.141.229,D3029084
T4625392,2023-06-25T10:49:53.317471,ACC623368,ACC985128,32.02,transfer,grocery,Tokyo,atm,FALSE,,1374.000255,0.76,3,0.21,wire_transfer,226.30.98.3,D4718686
T4217206,2023-06-25T14:55:26.180920,ACC773104,ACC581983,797.87,deposit,entertainment,London,mobile,FALSE,,2280.726837,1.55,9,0.32,UPI,4.207.242.254,D4487453
T932930,2023-06-25T15:13:57.012750,ACC109946,ACC728223,160.87,withdrawal,grocery,Tokyo,mobile,FALSE,,-771.5985885,-2.08,2,0.59,ACH,161.193.255.46,D9440675
T2278809,2023-06-25T15:45:25.299674,ACC642309,ACC728223,75.07,withdrawal,restaurant,Singapore,pos,FALSE,,1586.650661,-0.59,18,0.8,ACH,49.230.102.148,D6776513
T831276,2023-06-25T16:28:11.783625,ACC558556,ACC728223,122.82,withdrawal,entertainment,Berlin,pos,FALSE,,,-0.03,7,0.95,UPI,50.220.186.164,D2004674
T3359141,2023-06-25T16:28:22.609435,ACC162856,ACC728223,72.3,withdrawal,retail,Dubai,pos,FALSE,,3314.331614,-0.58,9,0.94,wire_transfer,45.5.190.26,D2765255
T5025390,2023-06-25T17:38:48.743666,ACC720790,ACC728223,69,payment,restaurant,Toronto,web,FALSE,,2997.800738,0.86,13,0.1,card,108.102.124.163,D1231460
T3252489,2023-06-25T17:48:29.671108,ACC107420,ACC647763,236.45,payment,grocery,New York,atm,FALSE,,2950.42071,0.49,19,0.67,ACH,86.175.146.215,D4235130
T1079988,2023-06-25T18:57:22.856587,ACC835880,ACC651983,62.4,payment,grocery,London,atm,FALSE,,-2163.715169,-0.94,9,0.18,card,154.235.108.252,D4816832
T3623725,2023-06-25T20:29:14.166064,ACC418754,ACC590797,439.33,deposit,other,Berlin,atm,FALSE,,-3023.134142,2.81,3,0.09,UPI,68.245.180.94,D8631063
T1084594,2023-06-25T20:54:03.049557,ACC557209,ACC453196,1017.2,deposit,travel,London,mobile,TRUE,card_not_present,46.86668504,1.49,13,0.72,UPI,77.10.83.244,D5692898
T2049792,2023-06-25T21:01:27.129099,ACC325311,ACC251770,826.93,deposit,restaurant,Berlin,pos,FALSE,,-3257.676703,1.89,19,0.47,card,74.234.234.223,D3049170
T2211969,2023-06-26T01:35:28.376015,ACC514052,ACC400958,428.4,withdrawal,restaurant,Dubai,pos,FALSE,,-3531.105897,-0.17,19,0.97,UPI,237.174.242.31,D7411846
T4363289,2023-06-26T03:21:24.171701,ACC947910,ACC555255,660.54,deposit,online,London,pos,FALSE,,-2894.35786,-0.94,10,0.7,UPI,154.255.7.52,D1915881
T1754411,2023-06-26T05:24:43.236608,ACC560126,ACC260901,260.19,payment,online,Sydney,mobile,FALSE,,-2462.184346,2.16,19,0.12,wire_transfer,86.137.103.195,D3001238
T4719813,2023-06-26T07:13:35.149695,ACC789751,ACC523583,9.98,payment,restaurant,Toronto,web,FALSE,,3031.091723,-1.01,10,0.84,card,209.125.140.46,D6346467
T705811,2023-06-26T07:29:46.804851,ACC646331,ACC281803,6.42,transfer,entertainment,Sydney,web,FALSE,,-4317.08836,-0.9,6,0.98,card,173.152.183.85,D7771840
T5069576,2023-06-26T09:08:25.362800,ACC296492,ACC842127,1390.03,deposit,other,Sydney,mobile,FALSE,,1132.658222,-1.72,19,0.71,wire_transfer,0.151.83.94,D9008825
T4426873,2023-06-26T11:14:47.139897,ACC631242,ACC669393,7.56,transfer,other,London,atm,FALSE,,-1476.311581,-0.59,4,0.74,ACH,149.159.190.57,D5737135
T1890212,2023-06-26T11:44:38.793580,ACC991751,ACC938489,534.61,withdrawal,restaurant,Dubai,web,FALSE,,-3406.223473,0.72,8,0.75,wire_transfer,166.169.61.121,D9368307
T881846,2023-06-26T17:04:14.368082,ACC559489,ACC251369,72.7,transfer,entertainment,New York,pos,FALSE,,,0.61,16,0.49,ACH,142.133.154.45,D4267890
T1117772,2023-06-26T18:06:00.703259,ACC391531,ACC805757,248.15,withdrawal,restaurant,Dubai,mobile,FALSE,,,-0.94,20,0.3,UPI,170.1.194.234,D1622052
T2302952,2023-06-26T18:12:12.863224,ACC685745,ACC449745,1458.27,deposit,utilities,Tokyo,atm,FALSE,,-2591.897226,-1.68,13,0.1,UPI,39.30.168.181,D3485430
T3687165,2023-06-26T18:23:27.043285,ACC385718,ACC459084,317.03,withdrawal,restaurant,Berlin,pos,FALSE,,1105.662488,0.91,13,0.01,ACH,64.34.207.99,D8385735
T1826505,2023-06-26T19:12:45.413190,ACC259545,ACC585492,991.3,deposit,online,Sydney,atm,FALSE,,17.93686671,-2.13,18,0.7,wire_transfer,228.193.54.202,D5923994
T3046199,2023-06-26T20:24:31.449000,ACC675200,ACC640419,1147.57,deposit,travel,Singapore,web,FALSE,,-4091.681911,0.63,4,0.43,card,87.192.23.89,D9369836
T1741861,2023-06-26T23:00:08.892820,ACC939341,ACC426148,29.57,payment,grocery,Sydney,atm,FALSE,,-4462.183911,-1.5,8,0.41,ACH,77.75.173.157,D6894707
T1627550,2023-06-26T23:37:29.037305,ACC824354,ACC417030,857.3,deposit,grocery,London,atm,FALSE,,3236.222138,-0.87,7,0.72,wire_transfer,202.124.22.188,D3467111
T1333323,2023-06-27T01:48:39.151199,ACC338460,ACC334245,263.66,withdrawal,entertainment,Sydney,pos,FALSE,,-1411.872594,-0.17,5,0.01,UPI,233.130.218.209,D1923008
T2323933,2023-06-27T14:33:04.123016,ACC993421,ACC332353,7.73,transfer,travel,Singapore,atm,FALSE,,-2347.420392,-0.5,9,0.81,UPI,120.131.188.115,D6273282
T4255270,2023-06-27T17:00:18.454331,ACC801422,ACC456068,674.76,withdrawal,other,Dubai,atm,FALSE,,-3044.72719,0.4,10,0.21,ACH,170.7.221.82,D5551634
T4867354,2023-06-27T17:04:38.539608,ACC417945,ACC539714,588.33,deposit,grocery,Dubai,mobile,FALSE,,-3938.777143,-0.75,11,0.1,card,226.26.30.75,D6897461
T1414613,2023-06-27T18:22:13.302684,ACC147140,ACC868924,1032.88,deposit,grocery,London,pos,FALSE,,4124.667824,-1.79,10,0.36,card,117.83.13.185,D4483563
T3487796,2023-06-28T02:28:20.758854,ACC548513,ACC308340,404.74,deposit,restaurant,Sydney,web,FALSE,,,1.07,1,0.77,ACH,54.23.19.222,D8036790
T1256446,2023-06-28T06:42:28.476311,ACC676974,ACC973390,90.84,withdrawal,restaurant,Sydney,web,FALSE,,,-0.86,4,0.11,card,80.155.30.217,D5056213
T4885897,2023-06-28T07:46:47.368512,ACC601129,ACC591863,42.96,transfer,utilities,Sydney,atm,FALSE,,-3821.005902,1.26,10,0.95,ACH,240.11.218.92,D9978617
T830040,2023-06-28T08:39:10.679350,ACC255391,ACC829563,17.82,transfer,restaurant,Berlin,atm,FALSE,,564.3019225,1.49,12,0.76,UPI,78.111.91.236,D6457407
T2364781,2023-06-28T09:03:35.989053,ACC127871,ACC740631,1219.32,deposit,travel,Berlin,atm,FALSE,,-1042.678014,-0.98,18,0.32,card,159.208.79.136,D6866717
T2390568,2023-06-28T12:31:52.832694,ACC206835,ACC728332,548.52,withdrawal,entertainment,Tokyo,atm,FALSE,,1539.279749,-1.1,8,0.36,wire_transfer,106.106.161.57,D9022644
T2293625,2023-06-28T12:41:16.930443,ACC550834,ACC388545,223.92,withdrawal,online,Singapore,mobile,TRUE,card_not_present,-1462.423532,0.03,8,0.83,UPI,159.208.79.136,D9975383
T4130296,2023-06-28T16:33:23.860192,ACC633228,ACC685731,13.94,transfer,grocery,London,web,FALSE,,371.4866269,-1.27,6,0.39,ACH,252.94.80.227,D4385954
T2376451,2023-06-28T17:10:37.169960,ACC519298,ACC400316,0.01,withdrawal,utilities,Dubai,atm,FALSE,,-958.0950852,0.87,12,0.37,ACH,159.208.79.136,D8071245
T3837437,2023-06-28T17:26:59.539271,ACC555316,ACC563811,681.07,payment,grocery,Dubai,pos,FALSE,,-252.10335,1,4,0.99,card,159.208.79.136,D4323843
T124481,2023-06-28T17:55:40.489358,ACC171010,ACC977130,970.44,deposit,retail,Berlin,atm,FALSE,,,0.35,14,0.63,UPI,179.58.46.253,D1820650
T4650157,2023-06-28T21:55:18.595528,ACC618344,ACC598452,561.24,withdrawal,other,Dubai,atm,FALSE,,-305.2045288,-0.48,4,0.49,card,159.208.79.136,D9005371
T5043938,2023-06-28T22:12:57.498907,ACC457756,ACC709428,989.78,deposit,utilities,Dubai,pos,FALSE,,-270.5136098,-0.39,11,0.21,card,124.229.40.174,D3122177
